,row_id,x,y,accuracy,time,place_id,hour,weekday,month,year,day
17702464,17702464,1.0343,2.6922,9,205712,3312463746,20.5333333333,2.85555555556,4.76185185185,0.391385083714,142.855555556
17703749,17703749,1.0448,2.6945,14,376506,3312463746,11.1,2.4625,8.71541666667,0.716335616438,261.4625
17705845,17705845,1.2488,2.6802,59,693876,8946623059,20.6,5.85833333333,4.06194444444,1.32015981735,116.858333333
17706179,17706179,1.155,2.6566,53,78906,5261906348,19.1,5.79583333333,1.82652777778,0.150125570776,54.7958333333
17707620,17707620,1.0256,2.5981,68,38022,1097200869,9.7,5.40416666667,0.880138888889,0.0723401826484,26.4041666667
17713849,17713849,1.0067,2.5588,10,616556,8047497583,3.93333333333,1.16388888889,2.27212962963,1.17305175038,63.1638888889
17714070,17714070,1.0637,2.574,10,368965,1812226671,5.41666666667,4.22569444444,8.54085648148,0.701988203957,256.225694444
17715892,17715892,1.0198,2.7469,441,294312,7175032540,9.2,1.38333333333,6.81277777778,0.5599543379,204.383333333
17716121,17716121,1.2334,2.601,8,620785,3683087833,2.41666666667,4.10069444444,2.37002314815,1.181097793,66.1006944444
17716795,17716795,1.2392,2.6859,141,477248,6875724035,10.1333333333,2.42222222222,11.0474074074,0.90800608828,331.422222222
17718020,17718020,1.0237,2.5937,67,148896,1097200869,9.6,5.4,3.44666666667,0.283287671233,103.4
17719412,17719412,1.1488,2.6613,50,456122,5261906348,18.0333333333,1.75138888889,10.5583796296,0.867812024353,316.751388889
17720323,17720323,1.2492,2.5245,67,674686,3992589015,12.7666666667,6.53194444444,3.61773148148,1.28364916286,103.531944444
17720562,17720562,1.2109,2.5746,67,470269,4932578245,13.8166666667,4.57569444444,10.8858564815,0.894727929985,326.575694444
17725445,17725445,1.1618,2.5686,40,671382,6071219357,5.7,4.2375,3.54125,1.2773630137,101.2375
17727596,17727596,1.046,2.6793,130,311462,5270522918,7.03333333333,6.29305555556,7.20976851852,0.592583713851,216.293055556
17728208,17728208,1.0195,2.54,68,514443,2134640955,6.05,0.252083333333,11.9084027778,0.97877283105,357.252083333
17728870,17728870,1.2155,2.7328,15,62485,8048985799,9.41666666667,1.39236111111,1.44641203704,0.118883181126,43.3923611111
17729648,17729648,1.0272,2.7334,16,167876,6424972551,13.9333333333,4.58055555556,3.88601851852,0.319398782344,116.580555556
17730154,17730154,1.0303,2.638,78,461827,5606572086,17.1166666667,5.71319444444,10.6904398148,0.878666286149,320.713194444
17750040,17750040,1.11,2.5667,62,254907,1812226671,0.45,2.01875,5.900625,0.484982876712,177.01875
17750578,17750578,1.0983,2.5288,32,782356,1228935308,7.26666666667,4.30277777778,6.11009259259,1.48850076104,178.302777778
17751611,17751611,1.2335,2.6456,17,517918,6889790653,15.9666666667,2.66527777778,11.9888425926,0.985384322679,359.665277778
17754766,17754766,1.0475,2.6889,361,67013,9632980559,12.8833333333,4.53680555556,1.55122685185,0.127498097412,46.5368055556
17757079,17757079,1.0252,2.6808,65,730289,3312463746,3.48333333333,3.14513888889,4.90483796296,1.38943873668,142.145138889
17758519,17758519,1.152,2.636,62,395613,5606572086,17.55,1.73125,9.15770833333,0.752688356164,274.73125
17761850,17761850,1.0863,2.5972,859,475616,5491139741,6.93333333333,1.28888888889,11.0096296296,0.904901065449,330.288888889
17767730,17767730,1.1734,2.6879,61,563705,6683426742,11.0833333333,6.46180555556,1.04872685185,1.07249809741,26.4618055556
17770229,17770229,1.0012,2.6608,64,105471,6237569496,5.85,3.24375,2.44145833333,0.200667808219,73.24375
17770490,17770490,1.0909,2.7011,65,749927,2460093296,18.7833333333,2.78263888889,5.3594212963,1.42680175038,155.782638889
17770572,17770572,1.1705,2.7005,8,79710,6683426742,8.5,6.35416666667,1.84513888889,0.151655251142,55.3541666667
17774954,17774954,1.208,2.6803,65,585131,6683426742,8.18333333333,0.340972222222,1.54469907407,1.1132629376,41.3409722222
17776223,17776223,1.2384,2.67,41,772101,2327054745,4.35,4.18125,5.87270833333,1.46898972603,171.18125
17776661,17776661,1.0803,2.7105,63,37060,2460093296,17.6666666667,4.73611111111,0.85787037037,0.0705098934551,25.7361111111
17780574,17780574,1.1717,2.708,65,682979,6683426742,6.98333333333,5.29097222222,3.80969907407,1.29942732116,109.290972222
17781392,17781392,1.1793,2.5845,65,54189,7551043473,15.15,2.63125,1.254375,0.103099315068,37.63125
17783298,17783298,1.0384,2.5335,67,264865,9246523233,22.4166666667,1.93402777778,6.13113425926,0.503928843227,183.934027778
17783581,17783581,1.0812,2.653,17,147260,5270522918,6.33333333333,4.26388888889,3.4087962963,0.280175038052,102.263888889
17787459,17787459,1.1213,2.6715,14,68521,9713454201,14.0166666667,5.58402777778,1.58613425926,0.130367199391,47.5840277778
17787652,17787652,1.1231,2.6104,18,99281,4423196276,22.6833333333,5.94513888889,2.2981712963,0.188890791476,68.9451388889
17788931,17788931,1.0465,2.667,8,87155,9632980559,12.5833333333,4.52430555556,2.01747685185,0.165820015221,60.5243055556
17790064,17790064,1.2232,2.7312,60,580697,8048985799,6.28333333333,4.26180555556,1.44206018519,1.10482686454,38.2618055556
17791304,17791304,1.0452,2.5496,5,758755,5689129232,21.9166666667,1.91319444444,5.56377314815,1.443597793,161.913194444
17793324,17793324,1.0744,2.6333,51,274156,8780655195,9.26666666667,1.38611111111,6.3462037037,0.521605783866,190.386111111
17796033,17796033,1.0521,2.5446,174,591205,4932578245,13.4166666667,4.55902777778,1.68530092593,1.12481925419,45.5590277778
17798074,17798074,1.209,2.7321,22,14840,8048985799,7.33333333333,3.30555555556,0.343518518519,0.0282343987823,10.3055555556
17798875,17798875,1.0153,2.6218,41,688688,7618896878,6.13333333333,2.25555555556,3.94185185185,1.3102891933,113.255555556
17799197,17799197,1.0985,2.5321,16,280230,4932578245,14.5,5.60416666667,6.48680555556,0.533162100457,194.604166667
17799379,17799379,1.2376,2.6862,60,390261,8258328058,0.35,5.01458333333,9.03381944444,0.742505707763,271.014583333
17801750,17801750,1.0613,2.5138,51,482562,5788646225,2.7,6.1125,11.1704166667,0.918116438356,335.1125
17802303,17802303,1.0064,2.5422,63,669351,2862042305,19.85,2.82708333333,3.49423611111,1.27349885845,99.8270833333
17805393,17805393,1.05,2.5773,163,390483,7865025225,4.05,5.16875,9.03895833333,0.742928082192,271.16875
17805795,17805795,1.2067,2.6269,10,210984,6650268891,12.4,6.51666666667,4.88388888889,0.401415525114,146.516666667
17806404,17806404,1.0989,2.613,66,303777,4423196276,22.95,0.95625,7.031875,0.577962328767,210.95625
17808990,17808990,1.0869,2.7041,172,350942,2460093296,17.0333333333,5.70972222222,8.12365740741,0.667697869102,243.709722222
17810417,17810417,1.0835,2.5342,17,659020,4932578245,15.6666666667,2.65277777778,3.25509259259,1.25384322679,92.6527777778
17812094,17812094,1.2157,2.5805,174,260544,6766324666,22.4,5.93333333333,6.03111111111,0.495707762557,180.933333333
17820422,17820422,1.205,2.6698,9,137047,1435128522,4.11666666667,4.17152777778,3.17238425926,0.26074391172,95.1715277778
17820709,17820709,1.1099,2.6721,11,200557,5270522918,6.61666666667,6.27569444444,4.64252314815,0.381577245053,139.275694444
17825300,17825300,1.0944,2.6099,11,53761,4000153867,8.01666666667,2.33402777778,1.24446759259,0.10228500761,37.3340277778
17831501,17831501,1.0278,2.6621,63,466490,2814307842,22.8333333333,1.95138888889,10.7983796296,0.88753805175,323.951388889
17833430,17833430,1.2224,2.7253,75,589582,8048985799,10.3666666667,3.43194444444,1.64773148148,1.12173135464,44.4319444444
17835987,17835987,1.0312,2.6796,126,133102,3312463746,10.3666666667,1.43194444444,3.08106481481,0.253238203957,92.4319444444
17838808,17838808,1.1187,2.6633,1,145418,5270522918,23.6333333333,2.98472222222,3.36615740741,0.276670471842,100.984722222
17839215,17839215,1.0137,2.5123,159,69410,2584530303,4.83333333333,6.20138888889,1.60671296296,0.132058599696,48.2013888889
17839319,17839319,1.1945,2.7428,73,68526,5009192468,14.1,5.5875,1.58625,0.130376712329,47.5875
17839924,17839924,1.0135,2.6586,164,677532,3116656165,12.2,1.50833333333,3.68361111111,1.28906392694,105.508333333
17840478,17840478,1.0943,2.6847,17,56556,2215268322,6.6,4.275,1.30916666667,0.107602739726,39.275
17844193,17844193,1.0202,2.7285,71,503348,6424972551,13.1333333333,6.54722222222,11.6515740741,0.957663622527,349.547222222
17844647,17844647,1.1245,2.6269,54,457846,5606572086,22.7666666667,2.94861111111,10.598287037,0.871092085236,317.948611111
17845939,17845939,1.2041,2.5365,56,478131,3992589015,0.85,3.03541666667,11.0678472222,0.909686073059,332.035416667
17845999,17845999,1.1642,2.5747,70,98529,2355236719,10.15,5.42291666667,2.28076388889,0.187460045662,68.4229166667
17847473,17847473,1.0028,2.6987,10,470176,8008821465,12.2666666667,4.51111111111,10.8837037037,0.894550989346,326.511111111
17848096,17848096,1.0105,2.5366,171,164740,7803770431,9.66666666667,2.40277777778,3.81342592593,0.313432267884,114.402777778
17850717,17850717,1.0806,2.6248,145,691579,7922112210,6.31666666667,4.26319444444,4.00877314815,1.31578957382,115.263194444
17850881,17850881,1.1295,2.6058,210,461294,7618896878,8.23333333333,5.34305555556,10.6781018519,0.877652207002,320.343055556
17852123,17852123,1.1847,2.5168,78,480679,1228935308,19.3166666667,4.80486111111,11.1268287037,0.914533866058,333.804861111
17852907,17852907,1.1789,2.5213,100,466051,3992589015,15.5166666667,1.64652777778,10.7882175926,0.88670281583,323.646527778
17856525,17856525,1.1524,2.7357,6,65393,8048985799,9.88333333333,3.41180555556,1.51372685185,0.124415905632,45.4118055556
17857862,17857862,1.136,2.5379,7,678071,8016466275,21.1833333333,1.88263888889,3.69608796296,1.29008942161,105.882638889
17859588,17859588,1.0431,2.5158,67,654800,6399991653,17.3333333333,6.72222222222,3.15740740741,1.24581430746,89.7222222222
17859716,17859716,1.2463,2.5015,61,512733,2813387656,1.55,6.06458333333,11.8688194444,0.975519406393,356.064583333
17862485,17862485,1.0286,2.6937,5,355438,3312463746,19.9666666667,1.83194444444,8.22773148148,0.676251902588,246.831944444
17863043,17863043,1.0747,2.5905,17,677218,4938786965,6.96666666667,1.29027777778,3.67634259259,1.28846651446,105.290277778
17863157,17863157,1.2437,2.5093,54,77383,7536975002,17.7166666667,4.73819444444,1.79127314815,0.147227929985,53.7381944444
17865097,17865097,1.1382,2.6549,67,469039,5606572086,17.3166666667,3.72152777778,10.8573842593,0.892387747336,325.721527778
17867218,17867218,1.1058,2.6258,33,567814,8780655195,7.56666666667,2.31527777778,1.14384259259,1.08031582953,29.3152777778
17868180,17868180,1.249,2.5203,20,238866,3603521839,21.1,4.87916666667,5.52930555556,0.45446347032,165.879166667
17871086,17871086,1.0934,2.6519,64,235225,6237569496,8.41666666667,2.35069444444,5.44502314815,0.447536149163,163.350694444
17871993,17871993,1.1325,2.6532,252,419815,9713454201,12.9166666667,4.53819444444,9.71793981481,0.7987347793,291.538194444
17877738,17877738,1.2496,2.6842,52,641712,9168423783,15.2,4.63333333333,2.85444444444,1.22091324201,80.6333333333
17877991,17877991,1.025,2.6393,13,203049,7098464262,0.15,1.00625,4.70020833333,0.386318493151,141.00625
17881032,17881032,1.0207,2.5187,3,17829,7707340051,9.15,5.38125,0.412708333333,0.0339212328767,12.38125
17884221,17884221,1.05,2.5355,62,345458,6399991653,21.6333333333,1.90138888889,7.99671296296,0.657264079148,239.901388889
17884798,17884798,1.2164,2.6158,72,673314,5987464133,13.9,5.57916666667,3.58597222222,1.28103881279,102.579166667
17885247,17885247,1.2365,2.6679,63,618274,8258328058,8.56666666667,2.35694444444,2.31189814815,1.17632039574,64.3569444444
17890078,17890078,1.2251,2.5124,12,141505,8850514709,6.41666666667,0.267361111111,3.2755787037,0.26922564688,98.2673611111
17891605,17891605,1.2495,2.7165,62,574570,8048985799,0.166666666666,0.00694444444446,1.30023148148,1.09316971081,34.0069444444
17892863,17892863,1.1667,2.6435,22,500482,7914558846,13.3666666667,4.55694444444,11.5852314815,0.952210806697,347.556944444
17893635,17893635,1.1678,2.6621,1,199477,5261906348,12.6166666667,5.52569444444,4.61752314815,0.379522450533,138.525694444
17896736,17896736,1.1553,2.7418,159,57986,5009192468,6.43333333333,5.26805555556,1.34226851852,0.110323439878,40.2680555556
17896994,17896994,1.2113,2.748,6,168223,3083446565,19.7166666667,4.82152777778,3.89405092593,0.320058980213,116.821527778
17896996,17896996,1.2421,2.6923,61,233400,2327054745,2.0,1.08333333333,5.40277777778,0.444063926941,162.083333333
17900016,17900016,1.1904,2.6688,38,764956,3533177779,5.26666666667,6.21944444444,5.70731481481,1.4553957382,166.219444444
17901943,17901943,1.1248,2.6217,9,148264,4000153867,23.0666666667,4.96111111111,3.43203703704,0.282085235921,102.961111111
17903697,17903697,1.2438,2.6734,55,369281,6875724035,10.6833333333,4.44513888889,8.5481712963,0.702589421613,256.445138889
17903890,17903890,1.0206,2.5997,67,136773,1097200869,23.55,3.98125,3.16604166667,0.26022260274,94.98125
17904051,17904051,1.2444,2.7409,123,345249,9784381584,18.15,1.75625,7.991875,0.656866438356,239.75625
17905039,17905039,1.1783,2.6392,64,12052,1435128522,8.86666666667,1.36944444444,0.278981481481,0.0229299847793,8.36944444444
17905836,17905836,1.2469,2.7488,74,649013,8836862149,16.8833333333,2.70347222222,3.02344907407,1.23480403349,85.7034722222
17906224,17906224,1.1506,2.6077,55,353556,5606572086,12.6,0.525,8.18416666667,0.672671232877,245.525
17907721,17907721,1.1413,2.7239,18,474225,8323105731,7.75,0.322916666667,10.9774305556,0.90225456621,329.322916667
17910121,17910121,1.2318,2.733,168,547372,8323105731,2.86666666667,2.11944444444,0.670648148148,1.04142313546,15.1194444444
17910377,17910377,1.083,2.6668,73,591195,9632980559,13.25,4.55208333333,1.68506944444,1.12480022831,45.5520833333
17910675,17910675,1.2452,2.5963,26,49557,1202978606,9.95,6.41458333333,1.14715277778,0.0942865296804,34.4145833333
17911717,17911717,1.1821,2.7476,1,168427,3083446565,23.1166666667,4.96319444444,3.89877314815,0.320447108067,116.963194444
17912281,17912281,1.0799,2.7002,25,595687,2460093296,16.1166666667,0.671527777778,1.78905092593,1.13334665145,48.6715277778
17916132,17916132,1.2119,2.7374,4,169665,3083446565,19.75,5.82291666667,3.92743055556,0.322802511416,117.822916667
17917825,17917825,1.2158,2.6372,65,700014,6889790653,2.9,3.12083333333,4.20402777778,1.33183789954,121.120833333
17919719,17919719,1.2339,2.727,71,33954,8048985799,13.9,2.57916666667,0.785972222222,0.064600456621,23.5791666667
17924508,17924508,1.2158,2.6659,62,159716,3952821602,21.9333333333,5.91388888889,3.69712962963,0.303873668189,110.913888889
17925464,17925464,1.1255,2.6244,50,297583,4423196276,15.7166666667,3.65486111111,6.88849537037,0.566177701674,206.654861111
17925500,17925500,1.1941,2.5942,57,561186,2785240148,17.1,4.7125,0.990416666667,1.06770547945,24.7125
17925717,17925717,1.2226,2.7231,64,514304,8048985799,3.73333333333,0.155555555556,11.9051851852,0.978508371385,357.155555556
17928486,17928486,1.2348,2.7374,67,165338,3083446565,19.6333333333,2.81805555556,3.82726851852,0.314570015221,114.818055556
17929007,17929007,1.1273,2.5488,115,80015,4932578245,13.5833333333,6.56597222222,1.85219907407,0.152235540335,55.5659722222
17929270,17929270,1.1494,2.6397,179,737072,5606572086,20.5333333333,0.855555555556,5.06185185185,1.40234398782,146.855555556
17932398,17932398,1.0042,2.507,155,318311,2584530303,1.18333333333,4.04930555556,7.36831018519,0.605614535769,221.049305556
17934829,17934829,1.0154,2.5935,11,131600,1097200869,9.33333333333,0.388888888889,3.0462962963,0.250380517504,91.3888888889
17937697,17937697,1.1117,2.5746,68,320048,1812226671,6.13333333333,5.25555555556,7.40851851852,0.608919330289,222.255555556
17938425,17938425,1.1975,2.6516,208,651265,3333445626,6.41666666667,4.26736111111,3.0755787037,1.23908866058,87.2673611111
17947472,17947472,1.1616,2.559,57,125644,2355236719,6.06666666667,3.25277777778,2.90842592593,0.23904870624,87.2527777778
17950410,17950410,1.2159,2.7249,82,585154,8048985799,8.56666666667,0.356944444444,1.54523148148,1.11330669711,41.3569444444
17953270,17953270,1.0429,2.6587,68,87164,9632980559,12.7333333333,4.53055555556,2.01768518519,0.165837138508,60.5305555556
17953908,17953908,1.1904,2.7021,5,108422,6683426742,7.03333333333,5.29305555556,2.50976851852,0.206282343988,75.2930555556
17956559,17956559,1.0192,2.7171,58,391110,6424972551,14.5,5.60416666667,9.05347222222,0.744121004566,271.604166667
17958207,17958207,1.2289,2.7075,4,182703,2946102544,21.05,0.877083333333,4.22923611111,0.347608447489,126.877083333
17959467,17959467,1.1675,2.6562,59,518759,6889790653,5.98333333333,3.24930555556,0.00831018518518,0.986984398782,360.249305556
17960346,17960346,1.1824,2.5668,12,288948,2355236719,15.8,4.65833333333,6.68861111111,0.549748858447,200.658333333
17961783,17961783,1.0361,2.6372,165,329675,1200982325,22.5833333333,4.94097222222,7.63136574074,0.627235540335,228.940972222
17961988,17961988,1.1088,2.6424,18,364933,1435128522,10.2166666667,1.42569444444,8.44752314815,0.694316971081,253.425694444
17963496,17963496,1.0624,2.5708,56,610285,2355236719,19.4166666667,3.80902777778,2.12696759259,1.16112062405,58.8090277778
17965043,17965043,1.1628,2.5279,69,440073,9246523233,14.55,4.60625,10.186875,0.83727739726,305.60625
17965122,17965122,1.1579,2.6674,156,195877,5270522918,0.616666666667,3.02569444444,4.53418981481,0.372673135464,136.025694444
17969994,17969994,1.1172,2.5671,69,311221,1812226671,3.01666666667,6.12569444444,7.20418981481,0.592125190259,216.125694444
17972635,17972635,1.0101,2.5997,65,204841,1097200869,6.01666666667,2.25069444444,4.74168981481,0.389727929985,142.250694444
17972896,17972896,1.0604,2.6089,30,399160,1812226671,4.66666666667,4.19444444444,9.23981481481,0.759436834094,277.194444444
17978540,17978540,1.02,2.5808,69,618050,1097200869,4.83333333333,2.20138888889,2.30671296296,1.17589421613,64.2013888889
17978969,17978969,1.1345,2.6389,76,524753,5606572086,9.88333333333,0.411805555556,0.147060185185,0.998388508371,364.411805556
17980996,17980996,1.2232,2.6665,174,299598,5270522918,1.3,5.05416666667,6.93513888889,0.570011415525,208.054166667
17981158,17981158,1.0513,2.5234,62,758473,6399991653,17.2166666667,1.71736111111,5.55724537037,1.44306126332,161.717361111
17981633,17981633,1.192,2.6712,16,539154,3533177779,9.9,3.4125,0.480416666667,1.02578767123,9.4125
17981682,17981682,1.1649,2.5723,1,166876,8046823234,21.2666666667,3.88611111111,3.86287037037,0.317496194825,115.886111111
17981955,17981955,1.0273,2.6825,58,608403,3312463746,12.05,2.50208333333,2.08340277778,1.15753995434,57.5020833333
17986241,17986241,1.1479,2.5377,60,492440,5689129232,23.3333333333,5.97222222222,11.3990740741,0.936910197869,341.972222222
17986924,17986924,1.1659,2.744,67,102078,5009192468,21.3,0.8875,2.36291666667,0.194212328767,70.8875
17990022,17990022,1.121,2.5625,201,94085,2355236719,8.08333333333,2.33680555556,2.17789351852,0.179004946728,65.3368055556
17991301,17991301,1.1467,2.5855,23,543127,4022692381,4.11666666667,6.17152777778,0.572384259259,1.03334665145,12.1715277778
17991543,17991543,1.0181,2.6707,152,147331,9237487147,7.51666666667,4.31319444444,3.41043981481,0.280310121766,102.313194444
17992200,17992200,1.0511,2.6748,58,750765,3312463746,8.75,3.36458333333,5.37881944444,1.42839611872,156.364583333
17992703,17992703,1.2288,2.6119,48,210003,5987464133,20.05,5.83541666667,4.86118055556,0.399549086758,145.835416667
17993796,17993796,1.1099,2.6708,10,4835,5270522918,8.58333333333,3.35763888889,0.111921296296,0.00919901065449,3.35763888889
17994485,17994485,1.0437,2.6819,57,395418,3312463746,14.3,1.59583333333,9.15319444444,0.752317351598,274.595833333
17998868,17998868,1.2137,2.737,69,611115,8048985799,9.25,4.38541666667,2.14618055556,1.16269977169,59.3854166667
18002232,18002232,1.0996,2.6661,54,692950,6237569496,5.16666666667,5.21527777778,4.04050925926,1.31839802131,116.215277778
18003272,18003272,1.2342,2.6825,65,590249,8258328058,21.4833333333,3.89513888889,1.6631712963,1.12300038052,44.8951388889
18010292,18010292,1.0907,2.677,8,306953,6237569496,3.88333333333,3.16180555556,7.10539351852,0.584004946728,213.161805556
18013265,18013265,1.217,2.7397,61,184015,3083446565,18.9166666667,1.78819444444,4.25960648148,0.350104642314,127.788194444
18014498,18014498,1.1657,2.6645,69,155861,6889790653,5.68333333333,3.23680555556,3.60789351852,0.296539193303,108.236805556
18022280,18022280,1.1707,2.6569,56,608167,1435128522,8.11666666667,2.33819444444,2.07793981481,1.15709094368,57.3381944444
18025464,18025464,1.1358,2.6105,9,159544,4423196276,19.0666666667,5.79444444444,3.69314814815,0.303546423135,110.794444444
18026444,18026444,1.1184,2.6699,14,3131,1435128522,4.18333333333,2.17430555556,0.0724768518519,0.00595700152207,2.17430555556
18026935,18026935,1.0208,2.5815,60,461307,1913341282,8.45,5.35208333333,10.6784027778,0.877676940639,320.352083333
18028373,18028373,1.2364,2.7304,7,56275,8048985799,1.91666666667,4.07986111111,1.30266203704,0.107068112633,39.0798611111
18029279,18029279,1.1864,2.5041,158,336531,3741484405,16.85,2.70208333333,7.79006944444,0.640279680365,233.702083333
18034941,18034941,1.0936,2.5801,69,616471,1812226671,2.51666666667,1.10486111111,2.27016203704,1.17289003044,63.1048611111
18035311,18035311,1.1264,2.5431,56,545506,4667077219,19.7666666667,0.823611111111,0.627453703704,1.03787290715,13.8236111111
18042011,18042011,1.1571,2.5626,3,173801,1640245124,16.6833333333,1.69513888889,4.0231712963,0.330671613394,120.695138889
18043767,18043767,1.2396,2.5585,55,527819,7593583942,12.9833333333,2.54097222222,0.218032407407,1.0042218417,1.54097222222
18045542,18045542,1.2437,2.5176,75,242838,7536975002,15.3,0.6375,5.62125,0.462020547945,168.6375
18049420,18049420,1.0002,2.6564,64,508778,6237569496,7.63333333333,3.31805555556,11.7772685185,0.967994672755,353.318055556
18050955,18050955,1.1656,2.5589,3,355169,6097504486,15.4833333333,1.64513888889,8.22150462963,0.675740106545,246.645138889
18051795,18051795,1.1641,2.5788,9,769937,6097504486,16.2833333333,2.67847222222,5.82261574074,1.46487252664,169.678472222
18053355,18053355,1.1807,2.6928,21,206326,6683426742,6.76666666667,3.28194444444,4.77606481481,0.392553272451,143.281944444
18053859,18053859,1.1142,2.5908,17,108481,1812226671,8.01666666667,5.33402777778,2.51113425926,0.206394596651,75.3340277778
18056456,18056456,1.1958,2.5152,5,187187,3992589015,23.7833333333,3.99097222222,4.33303240741,0.356139649924,129.990972222
18056893,18056893,1.1712,2.6578,303,291327,5270522918,7.45,6.31041666667,6.74368055556,0.554275114155,202.310416667
18057319,18057319,1.2377,2.7359,102,723353,6780386626,7.88333333333,5.32847222222,4.74428240741,1.37624238965,137.328472222
18059904,18059904,1.0632,2.7216,66,358070,2460093296,15.8333333333,3.65972222222,8.28865740741,0.681259512938,248.659722222
18060075,18060075,1.0035,2.685,31,690672,9753855529,15.2,3.63333333333,3.98777777778,1.31406392694,114.633333333
18061045,18061045,1.1222,2.6229,75,578612,5606572086,19.5333333333,2.81388888889,1.3937962963,1.10085996956,36.8138888889
18061909,18061909,1.1183,2.6322,163,78416,9598377925,10.9333333333,5.45555555556,1.81518518519,0.149193302892,54.4555555556
18063298,18063298,1.1714,2.7033,32,642556,6683426742,5.26666666667,5.21944444444,2.87398148148,1.22251902588,81.2194444444
18063901,18063901,1.1093,2.5761,73,681162,1812226671,0.700000000001,4.02916666667,3.76763888889,1.29597031963,108.029166667
18064519,18064519,1.1734,2.6982,162,513756,2215268322,18.6,6.775,11.8925,0.977465753425,356.775
18065698,18065698,1.164,2.5214,35,776484,1228935308,5.4,0.225,5.97416666667,1.47732876712,174.225
18065989,18065989,1.0856,2.6729,74,88555,9632980559,11.9166666667,5.49652777778,2.04988425926,0.168483637747,61.4965277778
18069592,18069592,1.0404,2.6331,6,86365,7203076986,23.4166666667,3.97569444444,1.99918981481,0.164316971081,59.9756944444
18071207,18071207,1.192,2.6699,143,457054,6875724035,9.56666666667,2.39861111111,10.5799537037,0.869585235921,317.398611111
18075646,18075646,1.0018,2.7116,62,714971,6424972551,12.1833333333,6.50763888889,4.55025462963,1.36029490107,131.507638889
18075984,18075984,1.1843,2.5329,62,627878,3992589015,0.633333333333,2.02638888889,2.53421296296,1.19459284627,71.0263888889
18077284,18077284,1.0851,2.5063,79,324896,7707340051,14.9333333333,1.62222222222,7.52074074074,0.618143074581,225.622222222
18080917,18080917,1.2081,2.515,58,10003,3992589015,22.7166666667,6.94652777778,0.231550925926,0.0190315829528,6.94652777778
18081256,18081256,1.0364,2.666,59,19647,9632980559,15.45,6.64375,0.454791666667,0.0373801369863,13.64375
18083546,18083546,1.1744,2.6571,165,701612,5270522918,5.53333333333,4.23055555556,4.24101851852,1.3348782344,122.230555556
18086017,18086017,1.0662,2.5059,998,474651,7406758207,14.85,0.61875,10.9872916667,0.903065068493,329.61875
18086784,18086784,1.0061,2.5138,162,219336,2584530303,7.6,5.31666666667,5.07722222222,0.417305936073,152.316666667
18086968,18086968,1.1417,2.6501,65,538839,5606572086,4.65,3.19375,0.473125,1.02518835616,9.19375
18090160,18090160,1.2273,2.6736,71,243678,2541442115,5.3,1.22083333333,5.64069444444,0.463618721461,169.220833333
18093059,18093059,1.108,2.6223,68,168273,4423196276,20.55,4.85625,3.89520833333,0.320154109589,116.85625
18094019,18094019,1.1854,2.719,62,191005,6683426742,15.4166666667,6.64236111111,4.42141203704,0.363403729072,132.642361111
18096701,18096701,1.0123,2.664,63,680293,1435128522,10.2166666667,3.42569444444,3.74752314815,1.29431697108,107.425694444
18100054,18100054,1.1533,2.5718,59,93133,2355236719,16.2166666667,1.67569444444,2.15585648148,0.177193683409,64.6756944444
18100456,18100456,1.2105,2.7175,14,333160,9710472407,8.66666666667,0.361111111111,7.71203703704,0.633866057839,231.361111111
18103453,18103453,1.1812,2.6136,60,334901,7551043473,13.6833333333,1.57013888889,7.75233796296,0.637178462709,232.570138889
18108587,18108587,1.0674,2.5997,62,348121,6861654717,18.0166666667,3.75069444444,8.05835648148,0.662330669711,241.750694444
18109203,18109203,1.1334,2.6324,117,545537,5606572086,20.2833333333,0.845138888889,0.628171296296,1.03793188737,13.8451388889
18109665,18109665,1.0916,2.5849,53,540591,4022692381,9.85,4.41041666667,0.513680555556,1.0285216895,10.4104166667
18110607,18110607,1.0584,2.6756,5,134618,3312463746,11.6333333333,2.48472222222,3.11615740741,0.256122526636,93.4847222222
18112991,18112991,1.0502,2.6042,18,451199,1097200869,7.98333333333,5.33263888889,10.4444212963,0.858445585997,313.332638889
18113341,18113341,1.0651,2.5948,13,483018,3842050143,10.3,6.42916666667,11.1809722222,0.918984018265,335.429166667
18113479,18113479,1.1993,2.5057,164,455108,9704816964,1.13333333333,1.04722222222,10.5349074074,0.865882800609,316.047222222
18114909,18114909,1.1344,2.5169,42,515067,3992589015,16.45,0.685416666667,11.9228472222,0.979960045662,357.685416667
18121311,18121311,1.0072,2.5887,63,14292,1097200869,22.2,2.925,0.330833333333,0.0271917808219,9.925
18123941,18123941,1.1768,2.7303,10,183939,3083446565,17.65,1.73541666667,4.25784722222,0.349960045662,127.735416667
18124028,18124028,1.1697,2.5917,24,526309,3333445626,11.8166666667,1.49236111111,0.183078703704,1.00134893455,0.492361111111
18127171,18127171,1.0476,2.6599,1,452562,5270522918,6.7,6.27916666667,10.4759722222,0.861038812785,314.279166667
18128672,18128672,1.1341,2.5338,83,715801,8016466275,2.01666666667,0.0840277777778,4.56946759259,1.36187404871,132.084027778
18134239,18134239,1.2405,2.6876,63,611873,8258328058,21.8833333333,4.91180555556,2.16372685185,1.16414193303,59.9118055556
18134434,18134434,1.17,2.7392,20,596244,5163401947,1.4,1.05833333333,1.80194444444,1.13440639269,49.0583333333
